Focal;Neighbor;Condition;Pair;Tray;N;PN
Titlis;Bergamo;Mix;Tit_Ber;K2_21;0,046;0,026474686
Bergamo;Titlis;Mix;Ber_Tit;M1_20;0,561;0,017184075
Bergamo;Titlis;Mix;Ber_Tit;M1_20;0,963;0,009403528
Bergamo;Titlis;Mix;Ber_Tit;M1_20;0,973;0,004045093
Bergamo;Titlis;Mix;Ber_Tit;M1_20;0,411;0,003493629
Titlis;Bergamo;Mix;Tit_Ber;M1_20;0,969;0,011286593
Titlis;Bergamo;Mix;Tit_Ber;M1_20;0,971;0,035537937
Titlis;Bergamo;Mix;Tit_Ber;M1_20;0,973;0,025625709
Titlis;Bergamo;Mix;Tit_Ber;M1_20;0,974;0,068403909
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0;0
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0,848;0,011150235
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0;0
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0;0
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,644;0,023681334
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,967;0,014008103
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,013;0,050761421
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,607;0,048164945
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0;0
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0;0
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0,216;0,004616805
Bergamo;Titlis;Mix;Ber_Tit;E1_22;0,98;0,008564776
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,97;0,007349081
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,978;0,053806735
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,964;0,020731121
Titlis;Bergamo;Mix;Tit_Ber;E1_22;0,962;0,017853348
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0;0
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0;0
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0;0
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0,098;0,007580352
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,983;0,093753955
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,972;0,091560769
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,964;0,005979431
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,737;0,050326083
Fructidor;Titlis;Mix;Fru_Tit;L3_30;0;0
Fructidor;Titlis;Mix;Fru_Tit;L3_30;0,048;0,032996275
Fructidor;Titlis;Mix;Fru_Tit;L3_30;0,202;0,005772191
Fructidor;Titlis;Mix;Fru_Tit;L3_30;0,015;0,109836066
Titlis;Fructidor;Mix;Tit_Fru;L3_30;0,982;0,018334911
Titlis;Fructidor;Mix;Tit_Fru;L3_30;0,683;0,007554123
Titlis;Fructidor;Mix;Tit_Fru;L3_30;0,983;0,024717171
Titlis;Fructidor;Mix;Tit_Fru;L3_30;0,98;0,034472911
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0,041;0,49442623
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0;0
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0,012;0,056737589
Fructidor;Titlis;Mix;Fru_Tit;B1_24;0,027;0,411996067
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,793;0,030235857
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,968;0,00932065
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0,972;0,015639552
Titlis;Fructidor;Mix;Tit_Fru;B1_24;0;0
Fructidor;Titlis;Mix;Fru_Tit;N1_26;0,008;0
Fructidor;Titlis;Mix;Fru_Tit;N1_26;0;0
Fructidor;Titlis;Mix;Fru_Tit;N1_26;0,008;0,068535826
Fructidor;Titlis;Mix;Fru_Tit;N1_26;0,002;0
Titlis;Fructidor;Mix;Tit_Fru;N1_26;0,1;0,028278278
Titlis;Fructidor;Mix;Tit_Fru;N1_26;0,87;0,027098877
Titlis;Fructidor;Mix;Tit_Fru;N1_26;0,983;0,018953478
Titlis;Fructidor;Mix;Tit_Fru;N1_26;0,968;0,024786546
Ghayta;Titlis;Mix;Gha_Tit;C2_28;0,976;0,047595159
Ghayta;Titlis;Mix;Gha_Tit;C2_28;0,984;0,030868167
Ghayta;Titlis;Mix;Gha_Tit;C2_28;0,981;0,03937293
Ghayta;Titlis;Mix;Gha_Tit;C2_28;0,977;0,021792572
Titlis;Ghayta;Mix;Tit_Gha;C2_28;0,985;0,079780559
Titlis;Ghayta;Mix;Tit_Gha;C2_28;0,982;0,100418765
Titlis;Ghayta;Mix;Tit_Gha;C2_28;0,977;0,092048337
Titlis;Ghayta;Mix;Tit_Gha;C2_28;0,982;0,071801887
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,98;0,017568076
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,299;0,012991615
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,345;0,024940127
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,001;0,055555556
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,986;0,010300268
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,985;0,008172581
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,229;0,015881192
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,963;0,000625704
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,918;0,005964774
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,315;0,005675955
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,971;0,008552183
Ghayta;Titlis;Mix;Gha_Tit;J3_29;0,984;0,03119458
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0;0
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,973;0,035966533
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,982;0,058168943
Titlis;Ghayta;Mix;Tit_Gha;J3_29;0,908;0,020560219
Ghayta;Titlis;Mix;Gha_Tit;D1_25;0,868;0,02942833
Ghayta;Titlis;Mix;Gha_Tit;D1_25;0,232;0,019096627
Ghayta;Titlis;Mix;Gha_Tit;D1_25;0,886;0,051441204
Ghayta;Titlis;Mix;Gha_Tit;D1_25;0,982;0,039833889
Titlis;Ghayta;Mix;Tit_Gha;D1_25;0,421;0,076138109
Titlis;Ghayta;Mix;Tit_Gha;D1_25;0,969;0,018057548
Titlis;Ghayta;Mix;Tit_Gha;D1_25;0,962;0,029467144
Titlis;Ghayta;Mix;Tit_Gha;D1_25;0,975;0,009683502
Recital;Titlis;Mix;Rec_Tit;N1_26;0,605;0,015401676
Recital;Titlis;Mix;Rec_Tit;N1_26;0,009;0,081081081
Recital;Titlis;Mix;Rec_Tit;N1_26;0,001;0,02173913
Recital;Titlis;Mix;Rec_Tit;N1_26;0,004;0,094488189
Titlis;Recital;Mix;Tit_Rec;N1_26;0,976;0,054887757
Titlis;Recital;Mix;Tit_Rec;N1_26;0,984;0,026848548
Titlis;Recital;Mix;Tit_Rec;N1_26;0,982;0,081893944
Titlis;Recital;Mix;Tit_Rec;N1_26;0,025;0,092687075
Recital;Titlis;Mix;Rec_Tit;E1_22;0,965;0,038932633
Recital;Titlis;Mix;Rec_Tit;E1_22;0,654;0,070885607
Recital;Titlis;Mix;Rec_Tit;E1_22;0,022;0
Recital;Titlis;Mix;Rec_Tit;E1_22;0,884;0,051227266
Titlis;Recital;Mix;Tit_Rec;E1_22;0,38;0,036305617
Titlis;Recital;Mix;Tit_Rec;E1_22;0,701;0,079543164
Titlis;Recital;Mix;Tit_Rec;E1_22;0,766;0,024120023
Titlis;Recital;Mix;Tit_Rec;E1_22;0,045;0,01308074
Recital;Titlis;Mix;Rec_Tit;N1_26;0,849;0,023804371
Recital;Titlis;Mix;Rec_Tit;N1_26;0,967;0,044131549
Recital;Titlis;Mix;Rec_Tit;N1_26;0,81;0,04408921
Recital;Titlis;Mix;Rec_Tit;N1_26;0,384;0,073876063
Titlis;Recital;Mix;Tit_Rec;N1_26;0,869;0,08347181
Titlis;Recital;Mix;Tit_Rec;N1_26;0,72;0,061198532
Titlis;Recital;Mix;Tit_Rec;N1_26;0,807;0,069195041
Titlis;Recital;Mix;Tit_Rec;N1_26;0,605;0,040941658
Recital;Titlis;Mix;Rec_Tit;K2_21;0,384;0,105990783
Recital;Titlis;Mix;Rec_Tit;K2_21;0,125;0,055638723
Recital;Titlis;Mix;Rec_Tit;K2_21;0,537;0,028244221
Recital;Titlis;Mix;Rec_Tit;K2_21;0,588;0,061984878
Titlis;Recital;Mix;Tit_Rec;K2_21;0,401;0,026116619
Titlis;Recital;Mix;Tit_Rec;K2_21;0,507;0,009918437
Titlis;Recital;Mix;Tit_Rec;K2_21;0,095;0,046108909
Titlis;Recital;Mix;Tit_Rec;K2_21;0,942;0,013930651
Rubisko;Titlis;Mix;Rub_Tit;C2_28;0,271;0,012507565
Rubisko;Titlis;Mix;Rub_Tit;C2_28;0,028;0,056285178
Rubisko;Titlis;Mix;Rub_Tit;C2_28;0,016;0,312903226
Rubisko;Titlis;Mix;Rub_Tit;C2_28;0,041;0,010141988
Titlis;Rubisko;Mix;Tit_Rub;C2_28;0,976;0,052899245
Titlis;Rubisko;Mix;Tit_Rub;C2_28;0,978;0,070433035
Titlis;Rubisko;Mix;Tit_Rub;C2_28;0,973;0,052914078
Titlis;Rubisko;Mix;Tit_Rub;C2_28;0,971;0,047506852
Rubisko;Titlis;Mix;Rub_Tit;B1_24;0,269;0,017132637
Rubisko;Titlis;Mix;Rub_Tit;B1_24;0,976;0,042768874
Rubisko;Titlis;Mix;Rub_Tit;B1_24;0,158;0,034434403
Rubisko;Titlis;Mix;Rub_Tit;B1_24;0,27;0,024881517
Titlis;Rubisko;Mix;Tit_Rub;B1_24;0,982;0,075785407
Titlis;Rubisko;Mix;Tit_Rub;B1_24;0,975;0,053291868
Titlis;Rubisko;Mix;Tit_Rub;B1_24;0,005;0
Rubisko;Titlis;Mix;Rub_Tit;M1_20;0;0
Rubisko;Titlis;Mix;Rub_Tit;M1_20;0,952;0,020722256
Rubisko;Titlis;Mix;Rub_Tit;M1_20;0,917;0,027000415
Rubisko;Titlis;Mix;Rub_Tit;M1_20;0,964;0,014393667
Titlis;Rubisko;Mix;Tit_Rub;M1_20;0,978;0,01791596
Titlis;Rubisko;Mix;Tit_Rub;M1_20;0,001;0,275
Titlis;Rubisko;Mix;Tit_Rub;M1_20;0,976;0,052250877
Titlis;Rubisko;Mix;Tit_Rub;M1_20;0,01;0
Rubisko;Titlis;Mix;Rub_Tit;N1_26;0,134;0,041838283
Rubisko;Titlis;Mix;Rub_Tit;N1_26;0,342;0,036260114
Rubisko;Titlis;Mix;Rub_Tit;N1_26;0,206;0,069386582
Rubisko;Titlis;Mix;Rub_Tit;N1_26;0,178;0,018018018
Titlis;Rubisko;Mix;Tit_Rub;N1_26;0,978;0,01931931
Titlis;Rubisko;Mix;Tit_Rub;N1_26;0,974;0,056745427
Titlis;Rubisko;Mix;Tit_Rub;N1_26;0,979;0,044560996
Titlis;Rubisko;Mix;Tit_Rub;N1_26;0,969;0,005687465
SYMattis;Titlis;Mix;SYM_Tit;D1_25;0,978;0,00573666
SYMattis;Titlis;Mix;SYM_Tit;D1_25;0,704;0,01005581
SYMattis;Titlis;Mix;SYM_Tit;D1_25;0,593;0,014343772
SYMattis;Titlis;Mix;SYM_Tit;D1_25;0,982;0,01555854
Titlis;SYMattis;Mix;Tit_SYM;D1_25;0,937;0,007499674
Titlis;SYMattis;Mix;Tit_SYM;D1_25;0,965;0,023945332
Titlis;SYMattis;Mix;Tit_SYM;D1_25;0,972;0,018882638
Titlis;SYMattis;Mix;Tit_SYM;D1_25;0,976;0,011709402
SYMattis;Titlis;Mix;SYM_Tit;K3_27;0,965;0,016702077
SYMattis;Titlis;Mix;SYM_Tit;K3_27;0,109;0,025763359
SYMattis;Titlis;Mix;SYM_Tit;K3_27;0,185;0,001318971
SYMattis;Titlis;Mix;SYM_Tit;K3_27;0,981;0,015938847
Titlis;SYMattis;Mix;Tit_SYM;K3_27;0,977;0,006489545
Titlis;SYMattis;Mix;Tit_SYM;K3_27;0,984;0,015930966
Titlis;SYMattis;Mix;Tit_SYM;K3_27;0,972;0,021457873
Titlis;SYMattis;Mix;Tit_SYM;K3_27;0,976;0,015027874
SYMattis;Titlis;Mix;SYM_Tit;B1_24;0;0
SYMattis;Titlis;Mix;SYM_Tit;B1_24;0;0
SYMattis;Titlis;Mix;SYM_Tit;B1_24;0,001;0,525
SYMattis;Titlis;Mix;SYM_Tit;B1_24;0;0
Titlis;SYMattis;Mix;Tit_SYM;B1_24;0,98;0,022225676
Titlis;SYMattis;Mix;Tit_SYM;B1_24;0,984;0,002974617
Titlis;SYMattis;Mix;Tit_SYM;B1_24;0,921;0,080991839
Titlis;SYMattis;Mix;Tit_SYM;B1_24;0,407;0,024544043
SYMattis;Titlis;Mix;SYM_Tit;N1_26;0,53;0,059859902
SYMattis;Titlis;Mix;SYM_Tit;N1_26;0,023;0,030413625
SYMattis;Titlis;Mix;SYM_Tit;N1_26;0,537;0,008680439
SYMattis;Titlis;Mix;SYM_Tit;N1_26;0,064;0,084629981
Titlis;SYMattis;Mix;Tit_SYM;N1_26;0,955;0,045458063
Titlis;SYMattis;Mix;Tit_SYM;N1_26;0,117;0,075219549
Titlis;SYMattis;Mix;Tit_SYM;N1_26;0,925;0,055955727
Titlis;SYMattis;Mix;Tit_SYM;N1_26;0,465;0,019827954
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,299;0,086787079
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,081;0,15008338
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,202;0,108032087
Titlis;Titlis;Pure;Tit_Tit;N1_26;0;0
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,66;0,097454416
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,044;0,136343515
Titlis;Titlis;Pure;Tit_Tit;N1_26;0,498;0,061476709
Titlis;Titlis;Pure;Tit_Tit;N1_26;0;0
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,504;0,01286368
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,973;0,012253761
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,971;0,007534607
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,972;0,005065856
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,028;0,021998167
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,05;0,016861219
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,005;0,113095238
Titlis;Titlis;Pure;Tit_Tit;K2_21;0,27;0,007535863
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,052;0,154221571
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,006;0,106918239
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,016;0,155149935
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,001;0,083333333
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,038;0,043703704
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,398;0,078967711
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,064;0,204775687
Titlis;Titlis;Pure;Tit_Tit;A4_23;0,223;0,071161657
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,981;0,055962583
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,982;0,06901103
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,987;0,138371868
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,981;0,004274113
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,977;0,035024586
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,985;0,058236779
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,982;0,034121013
Titlis;Titlis;Pure;Tit_Tit;K3_27;0,748;0,037857587
