Focal;Neighbor;Condition;Pair;Tray;N;PN
Recital;Fructidor;Mix;Rec_Fru;I2_12;0,127;0,173311053
Recital;Fructidor;Mix;Rec_Fru;I2_12;0,21;0,063279302
Fructidor;Recital;Mix;Fru_Rec;L1_10;0;0
Fructidor;Recital;Mix;Fru_Rec;L1_10;0,001;0
Fructidor;Recital;Mix;Fru_Rec;L1_10;0;0
Fructidor;Recital;Mix;Fru_Rec;L1_10;0;0
Recital;Fructidor;Mix;Rec_Fru;L1_10;0,054;0,026033691
Recital;Fructidor;Mix;Rec_Fru;L1_10;0;0
Recital;Fructidor;Mix;Rec_Fru;L1_10;0,045;0,025917927
Recital;Fructidor;Mix;Rec_Fru;L1_10;0,045;0,07619863
Fructidor;Recital;Mix;Fru_Rec;H1_19;0;0
Fructidor;Recital;Mix;Fru_Rec;H1_19;0,229;0,004581552
Fructidor;Recital;Mix;Fru_Rec;H1_19;0,977;0,002884615
Fructidor;Recital;Mix;Fru_Rec;H1_19;0,97;0,004045074
Recital;Fructidor;Mix;Rec_Fru;H1_19;0,978;0,022156747
Recital;Fructidor;Mix;Rec_Fru;H1_19;0,481;0,038783093
Recital;Fructidor;Mix;Rec_Fru;H1_19;0,113;0,037210584
Recital;Fructidor;Mix;Rec_Fru;H1_19;0,3;0,03389437
Fructidor;Recital;Mix;Fru_Rec;A2_11;0;0
Fructidor;Recital;Mix;Fru_Rec;A2_11;0,191;0,013293503
Fructidor;Recital;Mix;Fru_Rec;A2_11;0;0
Fructidor;Recital;Mix;Fru_Rec;A2_11;0,124;0,000623441
Recital;Fructidor;Mix;Rec_Fru;A2_11;0,017;0,11443662
Recital;Fructidor;Mix;Rec_Fru;A2_11;0,584;0,058948911
Recital;Fructidor;Mix;Rec_Fru;A2_11;0,5;0,090633295
Recital;Fructidor;Mix;Rec_Fru;A2_11;0,046;0,041639128
Ghayta;Recital;Mix;Gha_Rec;H3_13;0;0
Ghayta;Recital;Mix;Gha_Rec;H3_13;0,002;0,078125
Ghayta;Recital;Mix;Gha_Rec;H3_13;0;0
Ghayta;Recital;Mix;Gha_Rec;H3_13;0,006;0,049261084
Recital;Ghayta;Mix;Rec_Gha;H3_13;0,299;0,093572779
Recital;Ghayta;Mix;Rec_Gha;H3_13;0,142;0,096644967
Recital;Ghayta;Mix;Rec_Gha;H3_13;0,047;0,17348285
Recital;Ghayta;Mix;Rec_Gha;H3_13;0,192;0,118561201
Ghayta;Recital;Mix;Gha_Rec;I1_15;0,019;0
Ghayta;Recital;Mix;Gha_Rec;I1_15;0;0
Ghayta;Recital;Mix;Gha_Rec;I1_15;0,969;0,013271478
Ghayta;Recital;Mix;Gha_Rec;I1_15;0,959;0,009932077
Recital;Ghayta;Mix;Rec_Gha;I1_15;0,238;0,045439524
Recital;Ghayta;Mix;Rec_Gha;I1_15;0,046;0,06514864
Recital;Ghayta;Mix;Rec_Gha;I1_15;0;0
Recital;Ghayta;Mix;Rec_Gha;I1_15;0;0
Ghayta;Recital;Mix;Gha_Rec;B2_17;0;0
Ghayta;Recital;Mix;Gha_Rec;B2_17;0,005;0,089473684
Ghayta;Recital;Mix;Gha_Rec;B2_17;0;0
Ghayta;Recital;Mix;Gha_Rec;B2_17;0;0
Recital;Ghayta;Mix;Rec_Gha;B2_17;0;0
Recital;Ghayta;Mix;Rec_Gha;B2_17;0,126;0,047226387
Recital;Ghayta;Mix;Rec_Gha;B2_17;0;0
Recital;Ghayta;Mix;Rec_Gha;B2_17;0,028;0,085057471
Ghayta;Recital;Mix;Gha_Rec;J4_9;0;0
Ghayta;Recital;Mix;Gha_Rec;J4_9;0;0
Ghayta;Recital;Mix;Gha_Rec;J4_9;0,248;0,006151265
Ghayta;Recital;Mix;Gha_Rec;J4_9;0;0
Recital;Ghayta;Mix;Rec_Gha;J4_9;0,329;0,080344008
Recital;Ghayta;Mix;Rec_Gha;J4_9;0,454;0,067201605
Recital;Ghayta;Mix;Rec_Gha;J4_9;0,211;0,042920291
Recital;Ghayta;Mix;Rec_Gha;J4_9;0,302;0,055663727
Recital;Recital;Pure;Rec_Rec;L2_18;0,001;0,346153846
Recital;Recital;Pure;Rec_Rec;L2_18;0;0
Recital;Recital;Pure;Rec_Rec;L2_18;0;0
Recital;Recital;Pure;Rec_Rec;L2_18;0,003;0,168421053
Recital;Recital;Pure;Rec_Rec;L2_18;0,097;0,048994516
Recital;Recital;Pure;Rec_Rec;L2_18;0,015;0
Recital;Recital;Pure;Rec_Rec;L2_18;0,005;0,032967033
Recital;Recital;Pure;Rec_Rec;L2_18;0,006;0
Recital;Recital;Pure;Rec_Rec;J4_9;0,527;0,07432009
Recital;Recital;Pure;Rec_Rec;J4_9;0,532;0,070705631
Recital;Recital;Pure;Rec_Rec;J4_9;0,583;0,072598736
Recital;Recital;Pure;Rec_Rec;J4_9;0,206;0,03989907
Recital;Recital;Pure;Rec_Rec;J4_9;0,759;0,111470654
Recital;Recital;Pure;Rec_Rec;J4_9;0,907;0,062043165
Recital;Recital;Pure;Rec_Rec;J4_9;0,675;0,047739328
Recital;Recital;Pure;Rec_Rec;J4_9;0,301;0,092832333
Recital;Recital;Pure;Rec_Rec;N3_16;0,33;0,045973367
Recital;Recital;Pure;Rec_Rec;N3_16;0,493;0,034689099
Recital;Recital;Pure;Rec_Rec;N3_16;0,41;0,034459262
Recital;Recital;Pure;Rec_Rec;N3_16;0,832;0,053037501
Recital;Recital;Pure;Rec_Rec;N3_16;0,403;0,062342979
Recital;Recital;Pure;Rec_Rec;N3_16;0,117;0,065620999
Recital;Recital;Pure;Rec_Rec;N3_16;0,195;0,069015444
Recital;Recital;Pure;Rec_Rec;N3_16;0,427;0,070666147
Recital;Recital;Pure;Rec_Rec;J4_9;0,145;0,0235321
Recital;Recital;Pure;Rec_Rec;J4_9;0,312;0,062410724
Recital;Recital;Pure;Rec_Rec;J4_9;0,241;0,018821485
Recital;Recital;Pure;Rec_Rec;J4_9;0;0
Recital;Recital;Pure;Rec_Rec;J4_9;0,175;0,0216681
Recital;Recital;Pure;Rec_Rec;J4_9;0,168;0,037620742
Recital;Recital;Pure;Rec_Rec;J4_9;0,09;0,00755754
Recital;Recital;Pure;Rec_Rec;J4_9;0,173;0,01653678
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,029;0,035755479
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,532;0,037638733
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,444;0,034013605
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,076;0,0651052
Rubisko;Recital;Mix;Rub_Rec;H3_13;0;0
Rubisko;Recital;Mix;Rub_Rec;H3_13;0,001;1,084745763
Rubisko;Recital;Mix;Rub_Rec;H3_13;0,062;0,104112634
Rubisko;Recital;Mix;Rub_Rec;H3_13;0;0
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,003;0,090909091
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,101;0,058476078
Recital;Rubisko;Mix;Rec_Rub;H3_13;0,086;0,2395189
Recital;Rubisko;Mix;Rec_Rub;H3_13;0;0
Rubisko;Recital;Mix;Rub_Rec;H3_13;0;0
Rubisko;Recital;Mix;Rub_Rec;H3_13;0,012;0,331439394
Rubisko;Recital;Mix;Rub_Rec;H3_13;0,078;0,060120846
Rubisko;Recital;Mix;Rub_Rec;H3_13;0,025;0,033598585
Recital;Rubisko;Mix;Rec_Rub;J4_9;0,021;0,100424328
Recital;Rubisko;Mix;Rec_Rub;J4_9;0,002;0,361445783
Recital;Rubisko;Mix;Rec_Rub;J4_9;0,067;0,210553279
Recital;Rubisko;Mix;Rec_Rub;J4_9;0;0
Rubisko;Recital;Mix;Rub_Rec;J4_9;0,046;0,071770335
Rubisko;Recital;Mix;Rub_Rec;J4_9;0;0
Rubisko;Recital;Mix;Rub_Rec;J4_9;0,012;0,072727273
Rubisko;Recital;Mix;Rub_Rec;J4_9;0,059;0,080539835
Recital;Rubisko;Mix;Rec_Rub;L2_18;0,024;0,144866385
Recital;Rubisko;Mix;Rec_Rub;L2_18;0,015;0,246183206
Recital;Rubisko;Mix;Rec_Rub;L2_18;0,024;0,06959707
Recital;Rubisko;Mix;Rec_Rub;L2_18;0,072;0,046009772
Rubisko;Recital;Mix;Rub_Rec;L2_18;0,014;0,068441065
Rubisko;Recital;Mix;Rub_Rec;L2_18;0;0
Rubisko;Recital;Mix;Rub_Rec;L2_18;0,07;0,063238771
Rubisko;Recital;Mix;Rub_Rec;L2_18;0,087;0,065453558
Recital;SYMattis;Mix;Rec_SYM;N3_16;0,165;0,008736559
Recital;SYMattis;Mix;Rec_SYM;N3_16;0,063;0,045323047
Recital;SYMattis;Mix;Rec_SYM;N3_16;0,573;0,027851011
Recital;SYMattis;Mix;Rec_SYM;N3_16;0,177;0,044427422
SYMattis;Recital;Mix;SYM_Rec;N3_16;0,003;0,04040404
SYMattis;Recital;Mix;SYM_Rec;N3_16;0,632;0,004121302
SYMattis;Recital;Mix;SYM_Rec;N3_16;0,701;0,011197399
SYMattis;Recital;Mix;SYM_Rec;N3_16;0,954;0,003058104
Recital;SYMattis;Mix;Rec_SYM;L2_18;0,111;0,085580015
Recital;SYMattis;Mix;Rec_SYM;L2_18;0,082;0,102592593
Recital;SYMattis;Mix;Rec_SYM;L2_18;0,331;0,053066696
Recital;SYMattis;Mix;Rec_SYM;L2_18;0,065;0,070229008
SYMattis;Recital;Mix;SYM_Rec;L2_18;0,825;0,009583333
SYMattis;Recital;Mix;SYM_Rec;L2_18;0;0
SYMattis;Recital;Mix;SYM_Rec;L2_18;0,03;0
SYMattis;Recital;Mix;SYM_Rec;L2_18;0,015;0,005347594
Recital;SYMattis;Mix;Rec_SYM;F4_14;0,602;0,075760403
Recital;SYMattis;Mix;Rec_SYM;F4_14;0,05;0,001273885
Recital;SYMattis;Mix;Rec_SYM;F4_14;0,02;0,022796353
Recital;SYMattis;Mix;Rec_SYM;F4_14;0,52;0,061424474
SYMattis;Recital;Mix;SYM_Rec;F4_14;0,095;0,011309524
SYMattis;Recital;Mix;SYM_Rec;F4_14;0;0
SYMattis;Recital;Mix;SYM_Rec;F4_14;0,037;0,002803083
SYMattis;Recital;Mix;SYM_Rec;F4_14;0,051;0,050545094
Recital;SYMattis;Mix;Rec_SYM;I1_15;0,456;0,035099618
Recital;SYMattis;Mix;Rec_SYM;I1_15;0,97;0,006153208
Recital;SYMattis;Mix;Rec_SYM;I1_15;0,963;0,0118411
Recital;SYMattis;Mix;Rec_SYM;I1_15;0,895;0,019401558
SYMattis;Recital;Mix;SYM_Rec;I1_15;0,959;0,008416716
SYMattis;Recital;Mix;SYM_Rec;I1_15;0,33;0,001591723
SYMattis;Recital;Mix;SYM_Rec;I1_15;0,342;0,00428242
SYMattis;Recital;Mix;SYM_Rec;I1_15;0,369;0,004970673
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,026;0,046448087
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0;0
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,323;0,049989109
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,002;0,425531915
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,041;0,032292788
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,046;0,046284224
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0;0
Rubisko;Rubisko;Pure;Rub_Rub;B1_24;0,359;0,067024783
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,032;0,076923077
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,394;0,058969413
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,118;0,022292994
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,679;0,051222104
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,017;0,057324841
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0;0
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,016;0,049766719
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,095;0,004608295
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,206;0,077712819
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,127;0,050903726
Rubisko;Rubisko;Pure;Rub_Rub;A4_23;0,147;0,066085694
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,03;0,041055718
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,966;0,040069781
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,512;0,013530492
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,136;0,017552917
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,636;0,012260278
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0;0
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0;0
Rubisko;Rubisko;Pure;Rub_Rub;K3_27;0,878;0,037738755
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,637;0,047743938
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,957;0,034005317
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,97;0,03019913
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,975;0,029742115
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,978;0,042976939
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,983;0,020779801
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,981;0,026500846
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,315;0,005451374
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,976;0,056238293
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,968;0,033097466
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,977;0,015237244
Accroc;SYMattis;Mix;Acc_SYM;C2_28;0,96;0,038377987
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,978;0,004730268
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,157;0,01641791
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,357;0,006839689
SYMattis;Accroc;Mix;SYM_Acc;C2_28;0,986;0,028382304
Accroc;SYMattis;Mix;Acc_SYM;J3_29;0,415;0,021806623
Accroc;SYMattis;Mix;Acc_SYM;J3_29;0,028;0,05165692
Accroc;SYMattis;Mix;Acc_SYM;J3_29;0,156;0,013798701
Accroc;SYMattis;Mix;Acc_SYM;J3_29;0,054;0,077540107
SYMattis;Accroc;Mix;SYM_Acc;J3_29;0,977;0,023434281
SYMattis;Accroc;Mix;SYM_Acc;J3_29;0,543;0,0167486
SYMattis;Accroc;Mix;SYM_Acc;J3_29;0,073;0,014760148
SYMattis;Accroc;Mix;SYM_Acc;J3_29;0,001;0,413793103
Accroc;SYMattis;Mix;Acc_SYM;L3_30;0,618;0,046781241
Accroc;SYMattis;Mix;Acc_SYM;L3_30;0,301;0,03981061
Accroc;SYMattis;Mix;Acc_SYM;L3_30;0,074;0,02435312
Accroc;SYMattis;Mix;Acc_SYM;L3_30;0,459;0,021070375
SYMattis;Accroc;Mix;SYM_Acc;L3_30;0,332;0,010739746
SYMattis;Accroc;Mix;SYM_Acc;L3_30;0,451;0,008167853
SYMattis;Accroc;Mix;SYM_Acc;L3_30;0,085;0,013838014
SYMattis;Accroc;Mix;SYM_Acc;L3_30;0,264;0,035225956
Apache;SYMattis;Mix;Apa_SYM;N1_26;0,965;0,017766059
Apache;SYMattis;Mix;Apa_SYM;N1_26;0,982;0,019108635
Apache;SYMattis;Mix;Apa_SYM;N1_26;0,982;0,009709931
Apache;SYMattis;Mix;Apa_SYM;N1_26;0,954;0,015317287
SYMattis;Apache;Mix;SYM_Apa;N1_26;0,672;0,029809603
SYMattis;Apache;Mix;SYM_Apa;N1_26;0,093;0,030127815
SYMattis;Apache;Mix;SYM_Apa;N1_26;0,008;0,011857708
SYMattis;Apache;Mix;SYM_Apa;N1_26;0,186;0,051954094
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,936;0,012485318
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,042;0,009009009
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,389;0,011916046
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,662;0,018374099
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,005;0,005464481
SYMattis;Apache;Mix;SYM_Apa;D1_25;0;0,470588235
SYMattis;Apache;Mix;SYM_Apa;D1_25;0;0
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,277;0,007336903
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,967;0,013245033
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,949;0,016154247
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,924;0,03672686
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,411;0,052571861
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,166;0,008235875
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,358;0,0106072
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,484;0,019914461
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,463;0,025140088
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,955;0,01096044
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,918;0,04229639
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,948;0,009100045
Apache;SYMattis;Mix;Apa_SYM;D1_25;0,94;0,01539912
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,006;0,037344398
SYMattis;Apache;Mix;SYM_Apa;D1_25;0;0
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,244;0,009779951
SYMattis;Apache;Mix;SYM_Apa;D1_25;0,982;0,02937209
Rubisko;SYMattis;Mix;Rub_SYM;A4_23;0,107;0,0925
Rubisko;SYMattis;Mix;Rub_SYM;A4_23;0,225;0,045415908
Rubisko;SYMattis;Mix;Rub_SYM;A4_23;0,02;0,105914718
Rubisko;SYMattis;Mix;Rub_SYM;A4_23;0,002;0
SYMattis;Rubisko;Mix;SYM_Rub;A4_23;0,638;0,008688586
SYMattis;Rubisko;Mix;SYM_Rub;A4_23;0;0
SYMattis;Rubisko;Mix;SYM_Rub;A4_23;0,983;0,022586474
SYMattis;Rubisko;Mix;SYM_Rub;A4_23;0,349;0,007040098
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,295;0,031881098
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0;0
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,06;0,004405286
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,898;0,047816031
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,986;0,004875784
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,976;0,001681171
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,981;0,009312086
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,984;0,003516669
Rubisko;SYMattis;Mix;Rub_SYM;C2_28;0,006;0
Rubisko;SYMattis;Mix;Rub_SYM;C2_28;0;0
Rubisko;SYMattis;Mix;Rub_SYM;C2_28;0,101;0,021550656
Rubisko;SYMattis;Mix;Rub_SYM;C2_28;0,099;0,04
SYMattis;Rubisko;Mix;SYM_Rub;C2_28;0,253;0,030800094
SYMattis;Rubisko;Mix;SYM_Rub;C2_28;0,089;0,028366584
SYMattis;Rubisko;Mix;SYM_Rub;C2_28;0,277;0,014873141
SYMattis;Rubisko;Mix;SYM_Rub;C2_28;0,976;0,007796728
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,244;0,03062302
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,836;0,04266188
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,617;0,03514997
Rubisko;SYMattis;Mix;Rub_SYM;M1_20;0,922;0,011114911
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,981;0,007302177
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,975;0,021965091
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,525;0,017930872
SYMattis;Rubisko;Mix;SYM_Rub;M1_20;0,654;0,060190849
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0;0
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0;0
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0,001;0,066666667
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0,01;0,04534005
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0,008;0,081712062
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0,074;0,008035356
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0;0
SYMattis;SYMattis;Pure;SYM_SYM;A4_23;0;0
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,984;0,02490217
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,981;0,041454151
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,06;0,02276176
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,977;0,009965182
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,982;0,03381267
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,982;0,035351217
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,984;0,033336971
SYMattis;SYMattis;Pure;SYM_SYM;C2_28;0,973;0,023364719
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,561;0,011496613
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,455;0,010063082
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,966;0,010198329
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,367;0,007945851
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,506;0,004210832
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,981;0,012997927
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,149;0,015340364
SYMattis;SYMattis;Pure;SYM_SYM;K3_27;0,635;0,011732606
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,985;0,009432206
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,975;0,027275789
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,723;0,003409499
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,966;0,045203551
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,98;0,015002617
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,001;0,216216216
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,112;0,012237762
SYMattis;SYMattis;Pure;SYM_SYM;L3_30;0,939;0,015431004
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,98;0,011093502
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,135;0,02131638
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,966;0,022674225
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,932;0,014396823
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,979;0,020159757
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,978;0,036341021
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,985;0,033428946
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,976;0,043266016
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,507;0,017742469
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,087;0,034462445
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,603;0,051740219
Accroc;Titlis;Mix;Acc_Tit;B1_24;0,067;0,03297115
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,976;0,043650663
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,948;0,043071279
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,979;0,036388637
Titlis;Accroc;Mix;Tit_Acc;B1_24;0,969;0,070968844
Accroc;Titlis;Mix;Acc_Tit;D1_25;0,843;0,014287261
Accroc;Titlis;Mix;Acc_Tit;D1_25;0,01;0,045325779
Accroc;Titlis;Mix;Acc_Tit;D1_25;0,014;0,032520325
Accroc;Titlis;Mix;Acc_Tit;D1_25;0;0
Titlis;Accroc;Mix;Tit_Acc;D1_25;0,976;0,023650735
Titlis;Accroc;Mix;Tit_Acc;D1_25;0,241;0,010174419
Titlis;Accroc;Mix;Tit_Acc;D1_25;0,975;0,037175584
Titlis;Accroc;Mix;Tit_Acc;D1_25;0,121;0,021846732
Accroc;Titlis;Mix;Acc_Tit;K2_21;0,11;0,067616653
Accroc;Titlis;Mix;Acc_Tit;K2_21;0,024;0,02575897
Accroc;Titlis;Mix;Acc_Tit;K2_21;0;0
Accroc;Titlis;Mix;Acc_Tit;K2_21;0,153;0,034302759
Titlis;Accroc;Mix;Tit_Acc;K2_21;0,447;0,009737267
Titlis;Accroc;Mix;Tit_Acc;K2_21;0,23;0,023566945
Titlis;Accroc;Mix;Tit_Acc;K2_21;0,284;0,003345725
Titlis;Accroc;Mix;Tit_Acc;K2_21;0,858;0,002887875
Apache;Titlis;Mix;Apa_Tit;D1_25;0,11;0,001518603
Apache;Titlis;Mix;Apa_Tit;D1_25;0,962;0,009808227
Apache;Titlis;Mix;Apa_Tit;D1_25;0,824;0,032477947
Apache;Titlis;Mix;Apa_Tit;D1_25;0,98;0,002388449
Titlis;Apache;Mix;Tit_Apa;D1_25;0,271;0,067332232
Titlis;Apache;Mix;Tit_Apa;D1_25;0,477;0,059552478
Titlis;Apache;Mix;Tit_Apa;D1_25;0,198;0,054871105
Titlis;Apache;Mix;Tit_Apa;D1_25;0,971;0,020845535
Apache;Titlis;Mix;Apa_Tit;N1_26;0,012;0,007792208
Apache;Titlis;Mix;Apa_Tit;N1_26;0;0
Apache;Titlis;Mix;Apa_Tit;N1_26;0;0
Apache;Titlis;Mix;Apa_Tit;N1_26;0;0
Titlis;Apache;Mix;Tit_Apa;N1_26;0,105;0,048435733
Titlis;Apache;Mix;Tit_Apa;N1_26;0,897;0,008515519
Titlis;Apache;Mix;Tit_Apa;N1_26;0,11;0,004674577
Titlis;Apache;Mix;Tit_Apa;N1_26;0,002;0
Apache;Titlis;Mix;Apa_Tit;E1_22;0,363;0,017567721
Apache;Titlis;Mix;Apa_Tit;E1_22;0,125;0,030723714
Apache;Titlis;Mix;Apa_Tit;E1_22;0,378;0,032788289
Titlis;Apache;Mix;Tit_Apa;E1_22;0,405;0,029674148
Titlis;Apache;Mix;Tit_Apa;E1_22;0,561;0,045103353
Titlis;Apache;Mix;Tit_Apa;E1_22;0,68;0,02778865
Titlis;Apache;Mix;Tit_Apa;E1_22;0,037;0,017158545
Apache;Titlis;Mix;Apa_Tit;K2_21;0,778;0,019793172
Apache;Titlis;Mix;Apa_Tit;K2_21;0,517;0,027628032
Apache;Titlis;Mix;Apa_Tit;K2_21;0,026;0,032502709
Apache;Titlis;Mix;Apa_Tit;K2_21;0,726;0,025551481
Titlis;Apache;Mix;Tit_Apa;K2_21;0,966;0,009166875
Titlis;Apache;Mix;Tit_Apa;K2_21;0,968;0,027987831
Titlis;Apache;Mix;Tit_Apa;K2_21;0,936;0,027589432
Titlis;Apache;Mix;Tit_Apa;K2_21;0,963;0,001882501
Bergamo;Titlis;Mix;Ber_Tit;K2_21;0;0
Bergamo;Titlis;Mix;Ber_Tit;K2_21;0;0
Bergamo;Titlis;Mix;Ber_Tit;K2_21;0;0
Bergamo;Titlis;Mix;Ber_Tit;K2_21;0;0
Titlis;Bergamo;Mix;Tit_Ber;K2_21;0,979;0,004892494
Titlis;Bergamo;Mix;Tit_Ber;K2_21;0,968;0,01682596
Titlis;Bergamo;Mix;Tit_Ber;K2_21;0,875;0,051170171
